
# ignored species : 2

# ../ens_synthelogs.pl -d Plants -c Brassicaceae -r arabidopsis_thaliana -o  -f  -a 1 -t protein -G 75 -L 0

# supported species in NCBI taxon Brassicaceae : 4

# total selected species : 4

# re-using /homes/bcontreras/plant_tools/compara/downloads/Compara.100.protein_default.homologies.arabidopsis_thaliana.tsv.gz

# re-using /homes/bcontreras/plant_tools/compara/downloads/Arabidopsis_thaliana.TAIR10.47.gtf.gz

gene	location	arabidopsis_lyrata	brassica_rapa	brassica_oleracea	arabidopsis_thaliana
AT3G16620	3:5658317-5662066:-	fgenesh2_kg.3__1828__AT3G16620.1	Bra022170.1-P	NA	AT3G16620.1
AT3G16630	3:5662375-5667951:-	fgenesh2_kg.3__1829__AT3G16630.2	NA	Bo1g123370.1	AT3G16630.1
AT3G16640	3:5669317-5670842:-	fgenesh2_kg.3__1831__AT3G16640.1	NA	NA	AT3G16640.1
AT3G16650	3:5671018-5675438:+	fgenesh2_kg.3__1832__AT3G16650.1	NA	NA	AT3G16650.1
AT3G16660	3:5676749-5678099:+	fgenesh1_pm.C_scaffold_3001453	NA	NA	AT3G16660.2
AT3G16670	3:5681380-5682362:+	Al_scaffold_0003_1747	NA	NA	AT3G16670.1
AT3G16680	3:5683336-5684278:+	fgenesh1_pg.C_scaffold_3001569	NA	NA	AT3G16680.1
AT3G16690	3:5684317-5686544:-	fgenesh2_kg.3__1836__AT3G16690.1	NA	NA	AT3G16690.3
AT3G16700	3:5687696-5689796:+	fgenesh2_kg.3__1838__AT3G16700.1	Bra021191.1-P	Bo1g123320.1	AT3G16700.1
AT3G16710	3:5689861-5691543:+	fgenesh2_kg.3__1839__AT3G16710.1	Bra021192.1-P	Bo1g123310.1,Bo1g123280.1	AT3G16710.1
AT3G16720	3:5692607-5694181:+	fgenesh2_kg.3__1841__AT3G16720.1	Bra021195.1-P,Bra021196.1-P	Bo1g123260.1,Bo1g123270.1,Bo1g123250.1	AT3G16720.1
AT3G16730	3:5695321-5699167:-	scaffold_301963.1	Bra021197.1-P	Bo1g123240.1	AT3G16730.1
AT3G16740	3:5699310-5700991:+	fgenesh2_kg.3__1843__AT3G16740.1	NA	NA	AT3G16740.1
AT3G16760	3:5702929-5705494:+	scaffold_301965.1	Bra021199.1-P	Bo1g123170.1	AT3G16760.1
AT3G16770	3:5705541-5707084:+	scaffold_301966.1	Bra022176.1-P,Bra021200.1-P	NA	AT3G16770.1
AT3G16780	3:5708826-5710579:+	fgenesh2_kg.3__1844__AT3G16780.1	NA	NA	AT3G16780.1
AT3G16785	3:5710889-5719192:+	scaffold_301968.1	Bra022178.1-P	Bo5g123690.1	AT3G16785.4
AT3G16800	3:5720941-5723185:+	fgenesh2_kg.3__1847__AT3G16800.2	Bra021202.1-P,Bra022179.1-P	Bo5g123680.1	AT3G16800.2
AT3G16810	3:5723222-5727664:-	Al_scaffold_0003_1757	Bra022180.1-P	Bo5g123660.1	AT3G16810.1
AT3G16820	3:5728016-5729174:-	fgenesh1_pm.C_scaffold_3001462	NA	NA	AT3G16820.1
AT3G16830	3:5731519-5737854:+	fgenesh2_kg.3__1850__AT3G16830.1	Bra022181.1-P	Bo5g123640.1	AT3G16830.1
AT3G16840	3:5737886-5743335:-	fgenesh1_pm.C_scaffold_3001464	NA	NA	AT3G16840.2
AT3G16850	3:5748497-5751301:+	fgenesh1_pm.C_scaffold_3001465	Bra022182.1-P	Bo5g123630.1	AT3G16850.1
AT3G16857	3:5755714-5759443:+	fgenesh2_kg.3__1853__AT3G16857.2	NA	NA	AT3G16857.2
AT3G16860	3:5759375-5762264:-	scaffold_301983.1	NA	Bo1g122980.1	AT3G16860.1
AT3G16870	3:5763497-5764760:-	fgenesh2_kg.3__1856__AT3G16870.1	Bra021209.1-P	Bo1g122970.1	AT3G16870.1
AT3G16880	3:5766733-5767830:+	fgenesh1_pm.C_scaffold_3001469	NA	NA	AT3G16880.1
AT3G16890	3:5767977-5770488:-	fgenesh2_kg.3__1857__AT3G16890.1	NA	Bo1g122960.1	AT3G16890.1
AT3G16900	3:5772080-5773071:+	fgenesh1_pg.C_scaffold_3001591	NA	NA	AT3G16900.1
AT3G16910	3:5772743-5775841:-	fgenesh2_kg.3__1859__AT3G16910.1	NA	NA	AT3G16910.1
AT3G16920	3:5776264-5778052:-	fgenesh1_pm.C_scaffold_3001473	NA	NA	AT3G16920.2
AT3G16940	3:5781418-5786310:+	fgenesh1_pm.C_scaffold_3001474	NA	NA	AT3G16940.1
AT3G16950	3:5786298-5790536:-	fgenesh2_kg.3__1864__AT3G16950.2	NA	NA	AT3G16950.2
AT3G16960	3:5791812-5792264:-	fgenesh1_pm.C_scaffold_3001476	NA	NA	AT3G16960.1
AT3G16970	3:5793668-5794090:-	fgenesh1_pm.C_scaffold_3001477	NA	NA	AT3G16970.1
AT3G16980	3:5794392-5795827:+	fgenesh1_pm.C_scaffold_3001478	NA	NA	AT3G16980.1
AT3G16990	3:5795123-5796893:-	fgenesh2_kg.3__1868__AT3G16990.1	NA	NA	AT3G16990.1
AT3G17000	3:5796930-5799747:+	fgenesh2_kg.3__1869__AT3G17000.1	NA	NA	AT3G17000.1
AT3G17010	3:5800272-5802468:+	fgenesh1_pm.C_scaffold_3001481	Bra001648.1-P,Bra001647.1-P	NA	AT3G17010.1
AT3G17020	3:5802493-5804282:-	scaffold_302001.1	Bra021214.1-P	Bo1g122910.1	AT3G17020.1
AT3G17030	3:5804291-5808578:-	fgenesh2_kg.3__1872__AT3G17030.1	NA	NA	AT3G17030.1
AT3G17040	3:5808666-5812780:-	fgenesh2_kg.3__1873__AT3G17040.1	Bra022191.1-P	Bo5g123520.1	AT3G17040.1
AT3G17060	3:5816672-5818498:-	fgenesh2_kg.3__1874__AT3G17060.1	Bra022194.1-P,Bra021217.1-P	Bo5g123490.1,Bo1g122870.1	AT3G17060.1
AT3G17070	3:5820832-5823353:+	scaffold_302005.1	Bra022195.1-P	Bo5g123470.1	AT3G17070.1
AT3G17080	3:5825289-5825867:+	scaffold_302006.1	NA	NA	AT3G17080.1
AT3G17090	3:5826586-5829900:+	fgenesh2_kg.3__1879__AT3G17090.1	NA	NA	AT3G17090.1
AT3G17100	3:5831136-5832733:+	fgenesh2_kg.3__1880__AT3G17100.2	Bra022196.1-P,Bra021219.1-P	Bo5g123450.1	AT3G17100.1
AT3G17120	3:5841046-5843624:+	fgenesh2_kg.3__1883__AT3G17120.1	NA	NA	AT3G17120.3
AT3G17130	3:5844277-5845220:-	scaffold_302012.1	Bra021225.1-P	Bo1g122720.1	AT3G17130.1
AT3G17140	3:5846002-5846589:-	fgenesh1_pm.C_scaffold_3001493	Bra021226.1-P	Bo1g122700.1	AT3G17140.1
AT3G17150	3:5847258-5848195:+	fgenesh2_kg.3__1887__AT3G17150.1	NA	NA	AT3G17150.1
AT3G17152	3:5848787-5849660:+	fgenesh2_kg.3__1888__AT3G17152.1	NA	NA	AT3G17152.1
AT3G17155	3:5850744-5851397:+	Al_scaffold_0003_1799	NA	NA	AT3G17155.1
AT3G17170	3:5853059-5854906:-	fgenesh1_pm.C_scaffold_3001496	Bra021229.1-P,Bra021228.1-P	Bo1g122670.1	AT3G17170.1
AT3G17180	3:5855632-5859189:-	fgenesh2_kg.3__1891__AT3G17180.1	Bra021230.1-P	Bo1g122650.1	AT3G17180.1
AT3G17205	3:5873051-5881655:+	fgenesh2_kg.3__1892__AT3G17205.1	Bra021231.1-P	Bo1g121640.1	AT3G17205.1
AT3G17210	3:5881919-5883200:+	fgenesh2_kg.3__1894__AT3G17210.1	Bra021232.1-P	Bo1g121630.1	AT3G17210.1
AT3G17220	3:5883328-5884191:-	fgenesh2_kg.3__1895__AT3G17220.1	NA	NA	AT3G17220.1
AT3G17230	3:5888633-5889236:-	fgenesh1_pm.C_scaffold_3001502	NA	NA	AT3G17230.1
AT3G17240	3:5889663-5892332:-	scaffold_302028.1	NA	NA	AT3G17240.1
AT3G17250	3:5892550-5894518:-	fgenesh2_kg.3__1901__AT3G17250.1	NA	NA	AT3G17250.1
AT3G17265	3:5899515-5900637:-	fgenesh1_pm.C_scaffold_3001506	NA	NA	AT3G17265.1
AT3G17280	3:5902935-5904644:-	Al_scaffold_0003_1818	NA	NA	AT3G17280.1
AT3G17300	3:5907212-5909003:+	scaffold_302037.1	NA	NA	AT3G17300.3
AT3G17310	3:5908934-5913345:-	scaffold_302038.1	NA	NA	AT3G17310.1
AT3G17320	3:5915427-5916656:-	Al_scaffold_0003_1822	NA	NA	AT3G17320.1
AT3G17330	3:5916940-5920281:-	Al_scaffold_0003_1823	NA	NA	AT3G17330.1
AT3G17340	3:5920338-5927037:-	scaffold_302041.1	Bra022209.1-P	Bo5g123150.1	AT3G17340.2
AT3G17350	3:5934033-5935376:+	fgenesh1_pg.C_scaffold_3001635	Bra022211.1-P,Bra022210.1-P	Bo5g123120.1	AT3G17350.1
AT3G17360	3:5935880-5946540:+	scaffold_302045.1	NA	NA	AT3G17360.3
AT3G17365	3:5946915-5948868:-	scaffold_302047.1	NA	NA	AT3G17365.2
AT3G17370	3:5949006-5949644:-	fgenesh2_kg.3__1914__AT3G17370.1	NA	NA	AT3G17370.1
AT3G17380	3:5950190-5952235:+	fgenesh2_kg.3__1915__AT3G17380.1	NA	NA	AT3G17380.1
AT3G17390	3:5952187-5954091:-	fgenesh2_kg.3__1916__AT3G17390.1	Bra001661.1-P,Bra021241.1-P	Bo3g068860.1	AT3G17390.1
AT3G17410	3:5955862-5959214:+	fgenesh2_kg.3__1918__AT3G17410.1	Bra021242.1-P	NA	AT3G17410.2
AT3G17420	3:5959174-5962289:-	fgenesh2_kg.3__1919__AT3G17420.1	Bra021245.1-P,Bra022214.1-P	Bo5g123090.1	AT3G17420.1
AT3G17430	3:5965869-5969296:+	fgenesh2_kg.3__1920__AT3G17430.1	Bra022215.1-P,Bra021246.1-P	Bo5g123080.1,Bo00763s090.1	AT3G17430.2
AT3G17440	3:5969564-5972572:-	fgenesh2_kg.3__1921__AT3G17440.1	Bra021248.1-P,Bra022216.1-P	Bo5g123070.1,Bo00763s100.1	AT3G17440.1
AT3G17450	3:5972580-5976211:-	NA	NA	Bo00763s120.1	AT3G17450.1
AT3G17460	3:5976645-5977727:-	scaffold_302057.1	Bra021249.1-P	NA	AT3G17460.1
AT3G17465	3:5977722-5979694:-	fgenesh2_kg.3__1925__AT3G17465.1	Bra022217.1-P	Bo5g123050.1	AT3G17465.1
AT3G17510	3:5988924-5993001:-	NA	NA	Bo3g068930.1	AT3G17510.1
AT3G17540	3:6002783-6003973:+	fgenesh2_kg.3__1931__AT3G17540.1	NA	NA	AT3G17540.1
AT3G17550	3:6005114-6006004:-	scaffold_302065.1	NA	NA	AT3G17550.1
AT3G17560	3:6006762-6008003:+	fgenesh2_kg.3__1933__AT3G17560.1	NA	NA	AT3G17560.1
AT3G17570	3:6009407-6010562:+	fgenesh2_kg.3__1934__AT3G17570.1	NA	NA	AT3G17570.1
AT3G17580	3:6015184-6015944:+	scaffold_302069.1	NA	NA	AT3G17580.1
AT3G17590	3:6017166-6019724:-	fgenesh2_kg.3__1936__AT3G17590.1	Bra022223.1-P	Bo5g122850.1	AT3G17590.2
AT3G17600	3:6019973-6021147:-	Al_scaffold_0003_1850	Bra022224.1-P,Bra001670.1-P	Bo3g068990.1,Bo5g122840.1	AT3G17600.1
AT3G17609	3:6023844-6024710:+	fgenesh2_kg.3__1938__AT3G17609.2	Bra001671.1-P,Bra022225.1-P	Bo5g122830.1	AT3G17609.2
AT3G17611	3:6024795-6026556:+	scaffold_302073.1	Bra022226.1-P	Bo5g122820.1	AT3G17611.1
AT3G17620	3:6026446-6027694:-	Al_scaffold_0003_1854	NA	NA	AT3G17620.1
AT3G17630	3:6028688-6031986:+	Al_scaffold_0003_1853	Bra001672.1-P	NA	AT3G17630.2
AT3G17640	3:6032072-6033861:+	fgenesh2_kg.3__1946__AT3G17640.1	Bra001673.1-P	NA	AT3G17640.1
AT3G17650	3:6034109-6037349:+	fgenesh2_kg.3__1947__AT3G17650.1	NA	NA	AT3G17650.1
AT3G17660	3:6037598-6039407:+	fgenesh1_pm.C_scaffold_3001541	NA	Bo5g122770.1	AT3G17660.2
AT3G17668	3:6039408-6040633:+	fgenesh2_kg.3__1950__AT3G17668.1	NA	NA	AT3G17668.1
AT3G17670	3:6040797-6042196:+	fgenesh2_kg.3__1951__AT3G17670.1	NA	NA	AT3G17670.2
AT3G17675	3:6042244-6042850:-	Al_scaffold_0003_1860	Bra022230.1-P	NA	AT3G17675.1
AT3G17680	3:6042907-6044762:-	fgenesh2_kg.3__1953__AT3G17680.1	Bra022231.1-P	NA	AT3G17680.2
AT3G17690	3:6045002-6048529:+	fgenesh1_pg.C_scaffold_3001667	Bra022233.1-P,Bra022232.1-P	Bo5g122750.1,Bo5g122740.1	AT3G17690.1
AT3G17700	3:6048814-6052675:+	scaffold_302087.1	NA	NA	AT3G17700.1
AT3G17740	3:6067684-6072856:-	NA	Bra022238.1-P	NA	AT3G17740.1
AT3G17750	3:6073731-6078748:+	fgenesh2_kg.3__1957__AT3G17750.1	Bra022240.1-P	Bo5g122640.1	AT3G17750.1
AT3G17760	3:6078727-6081355:-	scaffold_302097.1	Bra022241.1-P	Bo5g122630.1	AT3G17760.1
AT3G17770	3:6081639-6086203:-	scaffold_302099.1	Bra022242.1-P	Bo5g122620.1	AT3G17770.1
AT3G17780	3:6086909-6088755:+	fgenesh2_kg.3__1962__AT3G17780.1	Bra022243.1-P,Bra021273.1-P	Bo5g122610.1,Bo1g119200.1	AT3G17780.1
AT3G17790	3:6089381-6091231:+	Al_scaffold_0003_1874	Bra022244.1-P,Bra021274.1-P	Bo5g122600.1	AT3G17790.1
AT3G17800	3:6091110-6093151:-	Al_scaffold_0003_1875	Bra022245.1-P	Bo5g122590.1,Bo3g070230.1	AT3G17800.2
AT3G17810	3:6093990-6096688:+	fgenesh2_kg.3__1966__AT3G17810.1	Bra021275.1-P,Bra022246.1-P	Bo5g122580.1,Bo1g119160.1	AT3G17810.1
AT3G17820	3:6097201-6099595:+	fgenesh2_kg.3__1967__AT3G17820.1	Bra021276.1-P,Bra022247.1-P	Bo1g119140.1,Bo5g122570.1	AT3G17820.1
AT3G17830	3:6101753-6104805:+	fgenesh2_kg.3__1968__AT3G17830.1	Bra022249.1-P	Bo5g122540.1	AT3G17830.1
AT3G17840	3:6105908-6108737:+	fgenesh2_kg.3__1969__AT3G17840.1	Bra021277.1-P	Bo5g122530.1,Bo1g119130.1	AT3G17840.1
AT3G17850	3:6109409-6116529:-	Al_scaffold_0003_1880	Bra022251.1-P	Bo5g122520.1	AT3G17850.1
AT3G17860	3:6119707-6123044:+	fgenesh2_kg.3__1971__AT3G17860.1	Bra022254.1-P	Bo5g121480.1	AT3G17860.1
AT3G17880	3:6123341-6126281:+	fgenesh2_kg.3__1974__AT3G17880.1	Bra022255.1-P	Bo5g121470.1	AT3G17880.1
AT3G17890	3:6127001-6128315:+	fgenesh1_pm.C_scaffold_3001564	Bra022256.1-P	Bo5g121460.1	AT3G17890.1
AT3G17900	3:6128506-6133386:+	scaffold_302114.1	NA	NA	AT3G17900.1
AT3G17910	3:6133384-6136405:+	fgenesh2_kg.3__1978__AT3G17910.1	Bra022259.1-P	Bo1g119080.1,Bo5g121450.1	AT3G17910.1
AT3G17920	3:6136986-6142157:+	scaffold_302116.1	Bra022261.1-P	Bo5g121440.1	AT3G17920.1
AT3G17930	3:6142125-6143310:-	scaffold_302117.1	Bra022262.1-P	NA	AT3G17930.1
AT3G17940	3:6143414-6145374:-	fgenesh2_kg.3__1982__AT3G17940.1	NA	Bo5g121400.1	AT3G17940.1
AT3G17950	3:6146015-6147354:+	scaffold_302119.1	NA	Bo1g119030.1	AT3G17950.1
AT3G17970	3:6147906-6152082:+	NA	NA	Bo5g121390.1	AT3G17970.1
AT3G17980	3:6152062-6153814:+	fgenesh2_kg.3__1986__AT3G17980.1	Bra001693.1-P	Bo3g071350.1	AT3G17980.1
AT3G18000	3:6154363-6157552:+	fgenesh2_kg.3__1987__AT3G18000.1	Bra022266.1-P	Bo5g121380.1	AT3G18000.1
AT3G18010	3:6160733-6163453:-	fgenesh2_kg.3__1989__AT3G18010.1	Bra022267.1-P	NA	AT3G18010.1
AT3G18020	3:6165440-6167515:+	fgenesh2_kg.3__1990__AT3G18020.1	Bra022268.1-P	NA	AT3G18020.1
AT3G18030	3:6167640-6168966:-	fgenesh2_kg.3__1991__AT3G18030.1	Bra022272.1-P	NA	AT3G18030.1
AT3G18035	3:6168963-6172005:-	fgenesh2_kg.3__1992__AT3G18035.1	NA	NA	AT3G18035.1
AT3G18040	3:6174239-6178534:+	scaffold_302127.1	Bra022276.1-P	Bo5g121280.1	AT3G18040.3
AT3G18050	3:6180621-6182899:+	scaffold_302128.1	NA	NA	AT3G18050.1
AT3G18060	3:6183612-6187151:+	scaffold_302129.1	NA	NA	AT3G18060.1
AT3G18070	3:6187267-6190180:+	fgenesh2_kg.3__1996__AT3G18070.1	NA	NA	AT3G18070.1
AT3G18080	3:6191461-6194452:+	fgenesh2_kg.3__1998__AT3G18080.1	NA	NA	AT3G18080.1
AT3G18090	3:6194509-6200424:+	scaffold_302132.1	NA	NA	AT3G18090.1
AT3G18100	3:6200524-6204752:+	fgenesh2_kg.3__2002__AT3G18100.1	Bra022280.1-P	NA	AT3G18100.1
AT3G18110	3:6204429-6209801:-	fgenesh1_pm.C_scaffold_3001585	Bra022281.1-P	NA	AT3G18110.1
AT3G18130	3:6210878-6212551:-	scaffold_302135.1	Bra022282.1-P	Bo00828s060.1	AT3G18130.1
AT3G18140	3:6212585-6214804:-	fgenesh2_kg.3__2005__AT3G18140.1	Bra022283.1-P	NA	AT3G18140.1
AT3G18160	3:6220567-6223073:+	fgenesh2_kg.3__2009__AT3G18160.1	Bra021296.1-P	Bo1g118900.1	AT3G18160.3
AT3G18165	3:6223125-6225403:+	fgenesh2_kg.3__2010__AT3G18165.1	Bra022288.1-P	NA	AT3G18165.1
AT3G18170	3:6227341-6229721:+	fgenesh1_pg.C_scaffold_3001714	NA	NA	AT3G18170.2
AT3G18180	3:6230270-6231878:+	fgenesh2_kg.3__2013__AT3G18180.1	NA	NA	AT3G18180.1
AT3G18190	3:6232108-6234183:+	scaffold_302147.1	Bra021300.1-P,Bra022292.1-P	Bo1g118870.1,Bo5g120060.1	AT3G18190.1
AT3G18200	3:6234509-6236139:-	fgenesh2_kg.3__2016__AT3G18200.1	Bra021301.1-P	NA	AT3G18200.2
AT3G18210	3:6237902-6240605:-	fgenesh2_kg.3__2017__AT3G18210.1	Bra022293.1-P	Bo5g120050.1	AT3G18210.1
AT3G18215	3:6240769-6243078:+	scaffold_302152.1	Bra022294.1-P	Bo1g117770.1,Bo5g120040.1	AT3G18215.1
AT3G18220	3:6247900-6250007:+	scaffold_302153.1	Bra022295.1-P	Bo5g120030.1	AT3G18220.1
AT3G18230	3:6251315-6254221:+	fgenesh1_pg.C_scaffold_3001722	Bra022296.1-P,Bra022297.1-P	Bo5g120020.1,Bo1g118790.1	AT3G18230.1
AT3G18240	3:6254842-6258090:+	fgenesh2_kg.3__2023__AT3G18240.1	Bra022298.1-P	Bo5g119980.1	AT3G18240.1
AT3G18250	3:6258060-6258426:-	fgenesh2_kg.3__2024__AT3G18250.1	NA	Bo5g119970.1	AT3G18250.1
AT3G18260	3:6260135-6261606:-	fgenesh2_kg.3__2025__AT3G18260.1	NA	Bo1g118810.1	AT3G18260.1
AT3G18270	3:6261733-6264361:+	fgenesh2_kg.3__2026__AT3G18270.1	NA	Bo5g118910.1	AT3G18270.1
AT3G18280	3:6266946-6267648:+	NA	Bra022308.1-P	Bo5g118890.1	AT3G18280.2
AT3G18290	3:6273966-6280562:+	fgenesh2_kg.3__2028__AT3G18290.1	Bra022310.1-P	Bo5g118870.1	AT3G18290.1
AT3G18295	3:6281204-6282306:+	NA	Bra022311.1-P	NA	AT3G18295.1
AT3G18300	3:6281923-6284372:+	fgenesh1_pg.C_scaffold_3001728	Bra022312.1-P	NA	AT3G18300.1
AT3G18310	3:6284356-6287225:-	fgenesh2_kg.3__2031__AT3G18310.1	NA	NA	AT3G18310.1
AT3G18320	3:6289039-6290401:-	fgenesh1_pm.C_scaffold_3001612	NA	NA	AT3G18320.1
AT3G18330	3:6291058-6292320:-	fgenesh2_kg.3__2035__AT2G07130.1	NA	NA	AT3G18330.1
AT3G18350	3:6296677-6300673:+	scaffold_302170.1	NA	NA	AT3G18350.2
AT3G18360	3:6300620-6301812:-	fgenesh2_kg.3__2037__AT3G18360.1	Bra037588.1-P	Bo1g117650.1	AT3G18360.1
AT3G18370	3:6305444-6310684:+	scaffold_302174.1	NA	NA	AT3G18370.1
AT3G18380	3:6310712-6313406:-	fgenesh2_kg.3__2039__AT3G18380.2	Bra022316.1-P,Bra037587.1-P	Bo1g117640.1	AT3G18380.2
AT3G18390	3:6313471-6318062:+	scaffold_302176.1	Bra037586.1-P	Bo1g117630.1	AT3G18390.1
AT3G18400	3:6318409-6320712:-	Al_scaffold_0003_1942	Bra022319.1-P,Bra037585.1-P	Bo1g117610.1	AT3G18400.1
AT3G18410	3:6323143-6324579:+	fgenesh2_kg.3__2043__AT3G18410.1	NA	NA	AT3G18410.2
AT3G18420	3:6324632-6325866:-	fgenesh2_kg.3__2045__AT3G18420.1	NA	NA	AT3G18420.1
AT3G18430	3:6325858-6327692:+	fgenesh2_kg.3__2046__AT3G18430.1	NA	NA	AT3G18430.2
AT3G18440	3:6328027-6330816:+	scaffold_302181.1	NA	NA	AT3G18440.1
AT3G18450	3:6331033-6332259:-	fgenesh2_kg.3__2048__AT3G18450.1	NA	NA	AT3G18450.1
AT3G18470	3:6334822-6335822:-	fgenesh2_kg.3__2050__AT3G18470.1	Bra022323.1-P	NA	AT3G18470.1
AT3G18480	3:6336692-6341788:+	fgenesh1_pm.C_scaffold_3001626	Bra022324.1-P	Bo5g118530.1	AT3G18480.1
AT3G18490	3:6348628-6350832:-	fgenesh2_kg.3__2052__AT3G18490.1	Bra022325.1-P	Bo5g118520.1,Bo1g117540.1	AT3G18490.1
AT3G18500	3:6352447-6355463:+	scaffold_302188.1	Bra022326.1-P	Bo5g118500.1	AT3G18500.3
AT3G18510	3:6355497-6356355:+	fgenesh2_kg.3__2055__AT3G18510.1	Bra022327.1-P	Bo1g117510.1,Bo5g118490.1	AT3G18510.1
AT3G18520	3:6361159-6365705:+	fgenesh2_kg.3__2057__AT3G18520.1	Bra022329.1-P	Bo5g118460.1	AT3G18520.2
AT3G18524	3:6367941-6372685:-	fgenesh2_kg.3__2059__AT3G18524.1	NA	NA	AT3G18524.1
AT3G18550	3:6383289-6385815:+	scaffold_302193.1	Bra001710.1-P	Bo1g117490.1,Bo5g117410.1,Bo3g071560.1	AT3G18550.3
AT3G18560	3:6393747-6394842:+	scaffold_302195.1	Bra037578.1-P	Bo1g117460.1,Bo5g117400.1	AT3G18560.1
AT3G18570	3:6395790-6396624:-	fgenesh2_kg.3__2063__AT3G18570.1	Bra037577.1-P,Bra001711.1-P,Bra022333.1-P	Bo3g071620.1,Bo1g117450.1,Bo5g117390.1	AT3G18570.1
AT3G18580	3:6396747-6398261:-	fgenesh2_kg.3__2064__AT3G18580.1	Bra022334.1-P,Bra037576.1-P	Bo5g117380.1,Bo1g117440.1	AT3G18580.1
AT3G18590	3:6398632-6399337:+	fgenesh2_kg.3__2065__AT3G18590.1	NA	Bo3g071650.1	AT3G18590.1
AT3G18600	3:6399532-6403392:-	fgenesh2_kg.3__2066__AT3G18600.1	Bra022336.1-P,Bra001713.1-P	Bo5g117360.1	AT3G18600.1
AT3G18610	3:6404053-6407946:-	fgenesh2_kg.3__2067__AT3G18610.1	Bra022337.1-P	Bo5g117350.1	AT3G18610.1
AT3G18620	3:6408261-6411064:+	fgenesh2_kg.3__2068__AT3G18620.1	Bra022339.1-P	Bo5g117330.1	AT3G18620.1
AT3G18630	3:6410958-6413196:-	fgenesh2_kg.3__2069__AT3G18630.1	Bra022340.1-P	Bo5g117320.1	AT3G18630.1
AT3G18640	3:6413270-6416599:-	scaffold_302203.1	Bra037572.1-P	Bo1g117400.1	AT3G18640.2
AT3G18650	3:6417344-6418504:-	fgenesh2_kg.3__2072__AT3G18650.1	Bra037571.1-P,Bra022341.1-P	Bo5g117290.1,Bo1g117390.1	AT3G18650.1
AT3G18660	3:6419013-6422141:-	fgenesh2_kg.3__2073__AT3G18660.2	Bra022342.1-P	NA	AT3G18660.2
AT3G18670	3:6423900-6426561:-	Al_scaffold_0003_1971	Bra022343.1-P	Bo5g117220.1	AT3G18670.2
AT3G18680	3:6427403-6429692:+	scaffold_302207.1	Bra022344.1-P	Bo5g117210.1	AT3G18680.2
AT3G18690	3:6429534-6430517:-	NA	Bra022345.1-P	Bo5g117200.1	AT3G18690.1
AT3G18710	3:6434082-6436046:-	fgenesh2_kg.3__2078__AT3G18710.1	Bra022347.1-P	Bo5g117170.1	AT3G18710.1
AT3G18715	3:6440817-6441585:+	scaffold_302214.1	Bra022349.1-P	Bo5g117150.1	AT3G18715.1
AT3G18730	3:6445852-6453201:-	scaffold_302216.1	Bra022350.1-P	Bo5g117140.1	AT3G18730.1
AT3G18740	3:6453303-6454018:+	fgenesh2_kg.3__2081__AT3G18740.1	NA	NA	AT3G18740.1
AT3G18750	3:6454013-6457613:-	fgenesh1_pm.C_scaffold_3001651	Bra037565.1-P	Bo1g116300.1	AT3G18750.3
AT3G18760	3:6457677-6459725:-	scaffold_302219.1	Bra001720.1-P,Bra022352.1-P	Bo5g117120.1	AT3G18760.1
AT3G18770	3:6459816-6463101:-	Al_scaffold_0003_1980	Bra022353.1-P,Bra037564.1-P	Bo5g117110.1,Bo1g116290.1	AT3G18770.1
AT3G18773	3:6465748-6467175:+	scaffold_302222.1	Bra022354.1-P,Bra037562.1-P	Bo1g116250.1,Bo5g117090.1	AT3G18773.1
AT3G18780	3:6474710-6477204:+	fgenesh1_pg.C_scaffold_3001782	Bra022356.1-P,Bra037560.1-P	Bo5g117040.1,Bo1g116200.1	AT3G18780.3
AT3G18790	3:6477661-6479582:+	fgenesh2_kg.3__2091__AT3G18790.1	Bra022357.1-P	Bo5g117030.1	AT3G18790.1
AT3G18800	3:6479587-6480463:+	fgenesh2_kg.3__2092__AT3G18800.1	Bra022358.1-P	Bo5g117020.1	AT3G18800.1
AT3G18810	3:6480484-6483774:-	scaffold_302227.1	Bra022359.1-P	Bo5g117010.1	AT3G18810.1
AT3G18820	3:6484068-6486264:+	scaffold_302228.1	Bra022360.1-P	Bo5g117000.1	AT3G18820.1
AT3G18830	3:6488843-6491429:-	scaffold_302229.1	NA	NA	AT3G18830.1
AT3G18840	3:6496135-6498388:+	fgenesh2_kg.3__2096__AT3G18840.2	Bra022363.1-P	Bo5g116930.1	AT3G18840.2
AT3G18850	3:6499332-6501432:-	fgenesh1_pm.C_scaffold_3001662	Bra022365.1-P	Bo5g116910.1	AT3G18850.2
AT3G18860	3:6501668-6508553:+	fgenesh2_kg.3__2103__AT3G18860.1	Bra022366.1-P	Bo5g116900.1	AT3G18860.1
AT3G18870	3:6508385-6509343:-	scaffold_302233.1	Bra022367.1-P	Bo5g116880.1	AT3G18870.1
AT3G18880	3:6509500-6510702:+	fgenesh2_kg.3__2105__AT3G18880.1	Bra022368.1-P	Bo5g116870.1	AT3G18880.1
AT3G18890	3:6510982-6515108:+	fgenesh2_kg.3__2106__AT3G18890.1	Bra022369.1-P	NA	AT3G18890.1
AT3G18910	3:6521569-6523061:+	fgenesh1_pm.C_scaffold_3001667	NA	NA	AT3G18910.1
AT3G18930	3:6523379-6526044:-	fgenesh2_kg.3__2109__AT3G18930.1	NA	NA	AT3G18930.3
